ID,batter,non-striker,batsman_run
1304096,Mandeep Singh,DA Warner,0
1304096,N Pooran,AK Markram,19
1304096,N Pooran,S Gopal,12
1304096,N Pooran,SA Abbott,11
1304096,N Pooran,Shashank Singh,20
1304096,R Powell,DA Warner,67
1304096,RA Tripathi,AK Markram,11
1304096,RA Tripathi,KS Williamson,11
1304096,RR Pant,DA Warner,26
1304096,S Gopal,B Kumar,0
1304096,S Gopal,Kartik Tyagi,9
1304096,S Gopal,N Pooran,0
1304096,SA Abbott,N Pooran,7
1304096,Shashank Singh,N Pooran,10
1304097,B Sai Sudharsan,HH Pandya,14
1304097,DA Miller,HH Pandya,7
1304097,DA Miller,R Tewatia,12
1304097,DA Miller,Rashid Khan,0
1304097,DR Sams,TH David,0
1304097,HH Pandya,B Sai Sudharsan,12
1304097,HH Pandya,DA Miller,10
1304097,HH Pandya,WP Saha,2
1304097,Ishan Kishan,RG Sharma,28
1304097,Ishan Kishan,SA Yadav,12
1304097,Ishan Kishan,Tilak Varma,5
1304097,KA Pollard,Tilak Varma,4
1304097,R Tewatia,DA Miller,3
1304097,RG Sharma,Ishan Kishan,43
1304097,Rashid Khan,DA Miller,1
1304097,SA Yadav,Ishan Kishan,13
1304097,Shubman Gill,WP Saha,52
1304097,TH David,DR Sams,7
1304097,TH David,M Ashwin,12
1304097,TH David,Tilak Varma,25
1304097,Tilak Varma,Ishan Kishan,7
1304097,Tilak Varma,KA Pollard,2
1304097,Tilak Varma,TH David,12
1304097,WP Saha,HH Pandya,3
1304097,WP Saha,Shubman Gill,52
1304098,D Padikkal,SO Hetmyer,15
1304098,D Padikkal,YBK Jaiswal,16
1304098,JC Buttler,YBK Jaiswal,30
1304098,JM Bairstow,JM Sharma,0
1304098,JM Bairstow,MA Agarwal,11
1304098,JM Bairstow,PBB Rajapaksa,14
1304098,JM Bairstow,S Dhawan,31
1304098,JM Sharma,JM Bairstow,1
1304098,JM Sharma,LS Livingstone,22
1304098,JM Sharma,R Dhawan,15
1304098,LS Livingstone,JM Sharma,22
1304098,MA Agarwal,JM Bairstow,15
1304098,PBB Rajapaksa,JM Bairstow,27
1304098,R Dhawan,JM Sharma,5
1304098,R Parag,SO Hetmyer,0
1304098,S Dhawan,JM Bairstow,12
1304098,SO Hetmyer,D Padikkal,24
1304098,SO Hetmyer,R Parag,7
1304098,SV Samson,YBK Jaiswal,23
1304098,YBK Jaiswal,D Padikkal,36
1304098,YBK Jaiswal,JC Buttler,16
1304098,YBK Jaiswal,SV Samson,16
1304099,A Badoni,JO Holder,2
1304099,A Badoni,KH Pandya,5
1304099,A Badoni,MP Stoinis,8
1304099,A Badoni,PVD Chameera,0
1304099,AD Russell,RK Singh,39
1304099,AD Russell,SP Narine,6
1304099,AJ Finch,N Rana,10
1304099,AJ Finch,SS Iyer,4
1304099,AS Roy,SP Narine,0
1304099,B Indrajith,AJ Finch,0
1304099,DJ Hooda,KH Pandya,18
1304099,DJ Hooda,Q de Kock,23
1304099,Harshit Rana,Shivam Mavi,2
1304099,JO Holder,A Badoni,13
1304099,KH Pandya,A Badoni,10
1304099,KH Pandya,DJ Hooda,15
1304099,MP Stoinis,A Badoni,28
1304099,N Rana,AJ Finch,1
1304099,N Rana,RK Singh,1
1304099,PVD Chameera,A Badoni,0
1304099,Q de Kock,DJ Hooda,48
1304099,Q de Kock,KL Rahul,2
1304099,RK Singh,AD Russell,5
1304099,RK Singh,N Rana,1
1304099,SP Narine,AD Russell,10
1304099,SP Narine,Shivam Mavi,12
1304099,SS Iyer,AJ Finch,6
1304099,Shivam Mavi,SP Narine,1
1304099,TG Southee,Shivam Mavi,0
1304100,AK Markram,RA Tripathi,21
1304100,Abhishek Sharma,KS Williamson,0
1304100,Abhishek Sharma,RA Tripathi,0
1304100,B Kumar,Fazalhaq Farooqi,8
1304100,B Kumar,Shashank Singh,0
1304100,F du Plessis,GJ Maxwell,18
1304100,F du Plessis,KD Karthik,3
1304100,F du Plessis,RM Patidar,52
1304100,Fazalhaq Farooqi,B Kumar,2
1304100,GJ Maxwell,F du Plessis,33
1304100,J Suchith,RA Tripathi,2
1304100,KD Karthik,F du Plessis,30
1304100,Kartik Tyagi,Shashank Singh,0
1304100,N Pooran,RA Tripathi,19
1304100,RA Tripathi,AK Markram,29
1304100,RA Tripathi,Abhishek Sharma,1
1304100,RA Tripathi,J Suchith,11
1304100,RA Tripathi,N Pooran,16
1304100,RA Tripathi,Shashank Singh,1
1304100,RM Patidar,F du Plessis,48
1304100,Shashank Singh,B Kumar,0
1304100,Shashank Singh,RA Tripathi,8
1304100,Umran Malik,B Kumar,0
1304100,V Kohli,F du Plessis,0
1304101,A Nortje,SN Thakur,1
1304101,AR Patel,R Powell,1
1304101,AT Rayudu,MS Dhoni,5
1304101,AT Rayudu,S Dube,0
1304101,DA Warner,KS Bharat,8
1304101,DA Warner,MR Marsh,11
1304101,DJ Bravo,MS Dhoni,1
1304101,DP Conway,RD Gaikwad,64
1304101,DP Conway,S Dube,23
1304101,KK Ahmed,A Nortje,0
1304101,KS Bharat,DA Warner,8
1304101,Kuldeep Yadav,SN Thakur,5
1304101,MM Ali,MS Dhoni,9
1304101,MR Marsh,DA Warner,9
1304101,MR Marsh,RR Pant,16
1304101,MS Dhoni,AT Rayudu,11
1304101,MS Dhoni,DJ Bravo,4
1304101,MS Dhoni,MM Ali,6
1304101,R Powell,RR Pant,2
1304101,R Powell,SN Thakur,1
1304101,RD Gaikwad,DP Conway,41
1304101,RR Pant,MR Marsh,20
1304101,RR Pant,R Powell,1
1304101,RV Patel,R Powell,6
1304101,RV Uthappa,MS Dhoni,0
1304101,S Dube,AT Rayudu,0
1304101,S Dube,DP Conway,32
1304101,SN Thakur,A Nortje,16
1304101,SN Thakur,Kuldeep Yadav,6
1304101,SN Thakur,R Powell,2
1304102,AD Russell,N Rana,9
1304102,AM Rahane,N Rana,16
1304102,AM Rahane,VR Iyer,9
1304102,DR Sams,KA Pollard,1
1304102,Ishan Kishan,KA Pollard,8
1304102,Ishan Kishan,Ramandeep Singh,22
1304102,Ishan Kishan,TH David,1
1304102,Ishan Kishan,Tilak Varma,20
1304102,K Kartikeya,KA Pollard,3
1304102,KA Pollard,DR Sams,1
1304102,KA Pollard,Ishan Kishan,9
1304102,KA Pollard,JJ Bumrah,1
1304102,KA Pollard,K Kartikeya,4
1304102,M Ashwin,KA Pollard,0
1304102,N Rana,AD Russell,4
1304102,N Rana,AM Rahane,10
1304102,N Rana,RK Singh,0
1304102,N Rana,SS Iyer,29
1304102,PJ Cummins,RK Singh,0
1304102,RG Sharma,Ishan Kishan,2
1304102,RK Singh,CV Varun,1
1304102,RK Singh,N Rana,3
1304102,RK Singh,SP Jackson,12
1304102,RK Singh,TG Southee,7
1304102,RP Meredith,JJ Bumrah,0
1304102,Ramandeep Singh,Ishan Kishan,12
1304102,SP Jackson,RK Singh,5
1304102,SP Narine,RK Singh,0
1304102,SS Iyer,N Rana,6
1304102,TG Southee,RK Singh,0
1304102,TH David,Ishan Kishan,13
1304102,Tilak Varma,Ishan Kishan,6
1304102,VR Iyer,AM Rahane,43
1304103,A Badoni,DJ Hooda,8
1304103,Avesh Khan,PVD Chameera,12
1304103,DA Miller,Shubman Gill,26
1304103,DJ Hooda,A Badoni,7
1304103,DJ Hooda,JO Holder,1
1304103,DJ Hooda,KH Pandya,7
1304103,DJ Hooda,KL Rahul,4
1304103,DJ Hooda,KS Sharma,5
1304103,DJ Hooda,MP Stoinis,1
1304103,DJ Hooda,Mohsin Khan,2
1304103,DJ Hooda,PVD Chameera,0
1304103,HH Pandya,Shubman Gill,11
1304103,JO Holder,DJ Hooda,1
1304103,KH Pandya,DJ Hooda,5
1304103,KL Rahul,DJ Hooda,0
1304103,KL Rahul,Q de Kock,8
1304103,KS Sharma,DJ Hooda,4
1304103,MP Stoinis,DJ Hooda,2
1304103,MS Wade,Shubman Gill,10
1304103,Mohsin Khan,DJ Hooda,1
1304103,Q de Kock,KL Rahul,11
1304103,R Tewatia,Shubman Gill,22
1304103,Shubman Gill,DA Miller,24
1304103,Shubman Gill,HH Pandya,16
1304103,Shubman Gill,MS Wade,6
1304103,Shubman Gill,R Tewatia,14
1304103,Shubman Gill,WP Saha,3
1304103,WP Saha,Shubman Gill,5
1304104,D Padikkal,HE van der Dussen,1
1304104,D Padikkal,R Ashwin,29
1304104,D Padikkal,R Parag,6
1304104,D Padikkal,SV Samson,12
1304104,DA Warner,MR Marsh,48
1304104,DA Warner,RR Pant,4
1304104,HE van der Dussen,D Padikkal,3
1304104,HE van der Dussen,TA Boult,9
1304104,JC Buttler,YBK Jaiswal,7
1304104,KS Bharat,DA Warner,0
1304104,MR Marsh,DA Warner,89
1304104,R Ashwin,D Padikkal,24
1304104,R Ashwin,YBK Jaiswal,26
1304104,R Parag,D Padikkal,9
1304104,RR Pant,DA Warner,13
1304104,SV Samson,D Padikkal,6
1304104,TA Boult,HE van der Dussen,3
1304104,YBK Jaiswal,JC Buttler,2
1304104,YBK Jaiswal,R Ashwin,17
1304105,AT Rayudu,MS Dhoni,4
1304105,AT Rayudu,RD Gaikwad,6
1304105,DJ Bravo,MS Dhoni,12
1304105,DP Conway,RD Gaikwad,0
1304105,DR Sams,RG Sharma,0
1304105,DR Sams,Tilak Varma,1
1304105,HR Shokeen,Tilak Varma,18
1304105,Ishan Kishan,RG Sharma,6
1304105,M Theekshana,MS Dhoni,0
1304105,MM Ali,RD Gaikwad,0
1304105,MS Dhoni,AT Rayudu,6
1304105,MS Dhoni,DJ Bravo,18
1304105,MS Dhoni,M Theekshana,1
1304105,MS Dhoni,Mukesh Choudhary,11
1304105,MS Dhoni,S Dube,0
1304105,Mukesh Choudhary,MS Dhoni,4
1304105,RD Gaikwad,AT Rayudu,6
1304105,RD Gaikwad,DP Conway,1
1304105,RG Sharma,DR Sams,18
1304105,RV Uthappa,RD Gaikwad,1
1304105,S Dube,MS Dhoni,10
1304105,Simarjeet Singh,MS Dhoni,2
1304105,T Stubbs,Tilak Varma,0
1304105,TH David,Tilak Varma,16
1304105,Tilak Varma,DR Sams,1
1304105,Tilak Varma,HR Shokeen,27
1304105,Tilak Varma,TH David,6
1304106,F du Plessis,RM Patidar,0
1304106,F du Plessis,V Kohli,10
1304106,GJ Maxwell,KD Karthik,0
1304106,GJ Maxwell,RM Patidar,35
1304106,HV Patel,Mohammed Siraj,2
1304106,HV Patel,PWH de Silva,9
1304106,HV Patel,Shahbaz Ahmed,0
1304106,Harpreet Brar,LS Livingstone,7
1304106,JM Bairstow,LS Livingstone,6
1304106,JM Bairstow,PBB Rajapaksa,23
1304106,JM Bairstow,S Dhawan,37
1304106,JM Sharma,LS Livingstone,9
1304106,JR Hazlewood,Mohammed Siraj,7
1304106,K Rabada,RD Chahar,0
1304106,KD Karthik,Shahbaz Ahmed,11
1304106,LS Livingstone,Harpreet Brar,2
1304106,LS Livingstone,JM Bairstow,10
1304106,LS Livingstone,JM Sharma,3
1304106,LS Livingstone,MA Agarwal,31
1304106,LS Livingstone,R Dhawan,24
1304106,MA Agarwal,LS Livingstone,19
1304106,MK Lomror,RM Patidar,6
1304106,Mohammed Siraj,HV Patel,3
1304106,Mohammed Siraj,JR Hazlewood,6
1304106,PBB Rajapaksa,JM Bairstow,1
1304106,PWH de Silva,HV Patel,1
1304106,R Dhawan,LS Livingstone,7
1304106,R Dhawan,RD Chahar,0
1304106,RD Chahar,K Rabada,1
1304106,RD Chahar,R Dhawan,1
1304106,RM Patidar,F du Plessis,0
1304106,RM Patidar,GJ Maxwell,26
1304106,S Dhawan,JM Bairstow,21
1304106,Shahbaz Ahmed,HV Patel,4
1304106,Shahbaz Ahmed,KD Karthik,5
1304106,V Kohli,F du Plessis,20
1304107,AD Russell,SP Narine,19
1304107,AD Russell,SW Billings,30
1304107,AK Markram,Abhishek Sharma,10
1304107,AK Markram,N Pooran,1
1304107,AK Markram,Washington Sundar,21
1304107,AM Rahane,N Rana,21
1304107,AM Rahane,SS Iyer,0
1304107,AM Rahane,VR Iyer,7
1304107,Abhishek Sharma,AK Markram,8
1304107,Abhishek Sharma,KS Williamson,21
1304107,Abhishek Sharma,RA Tripathi,14
1304107,B Kumar,Shashank Singh,0
1304107,B Kumar,Umran Malik,6
1304107,KS Williamson,Abhishek Sharma,9
1304107,M Jansen,Shashank Singh,1
1304107,N Pooran,AK Markram,2
1304107,N Rana,AM Rahane,26
1304107,RA Tripathi,Abhishek Sharma,9
1304107,RK Singh,SW Billings,5
1304107,SP Narine,AD Russell,1
1304107,SS Iyer,AM Rahane,7
1304107,SS Iyer,SW Billings,8
1304107,SW Billings,AD Russell,26
1304107,SW Billings,RK Singh,5
1304107,SW Billings,SS Iyer,3
1304107,Shashank Singh,B Kumar,0
1304107,Shashank Singh,M Jansen,5
1304107,Shashank Singh,Washington Sundar,6
1304107,Umran Malik,B Kumar,3
1304107,VR Iyer,AM Rahane,7
1304107,Washington Sundar,AK Markram,2
1304107,Washington Sundar,Shashank Singh,2
1304108,DA Miller,WP Saha,15
1304108,DP Conway,RD Gaikwad,5
1304108,HH Pandya,WP Saha,7
1304108,MJ Santner,N Jagadeesan,1
1304108,MM Ali,RD Gaikwad,21
1304108,MS Dhoni,N Jagadeesan,7
1304108,MS Wade,WP Saha,20
1304108,N Jagadeesan,MJ Santner,2
1304108,N Jagadeesan,MS Dhoni,6
1304108,N Jagadeesan,RD Gaikwad,30
1304108,N Jagadeesan,S Dube,1
1304108,RD Gaikwad,DP Conway,2
1304108,RD Gaikwad,MM Ali,33
1304108,RD Gaikwad,N Jagadeesan,18
1304108,S Dube,N Jagadeesan,0
1304108,Shubman Gill,WP Saha,18
1304108,WP Saha,DA Miller,18
1304108,WP Saha,HH Pandya,3
1304108,WP Saha,MS Wade,6
1304108,WP Saha,Shubman Gill,40
1304109,A Badoni,KL Rahul,0
1304109,Avesh Khan,Mohsin Khan,1
1304109,D Padikkal,R Parag,15
1304109,D Padikkal,YBK Jaiswal,24
1304109,DJ Hooda,KH Pandya,37
1304109,DJ Hooda,KL Rahul,6
1304109,DJ Hooda,MP Stoinis,16
1304109,JC Buttler,YBK Jaiswal,2
1304109,JDS Neesham,R Ashwin,1
1304109,JDS Neesham,R Parag,13
1304109,JO Holder,MP Stoinis,1
1304109,KH Pandya,DJ Hooda,25
1304109,KL Rahul,DJ Hooda,8
1304109,KL Rahul,Q de Kock,2
1304109,MP Stoinis,DJ Hooda,5
1304109,MP Stoinis,JO Holder,2
1304109,MP Stoinis,Mohsin Khan,20
1304109,Mohsin Khan,Avesh Khan,1
1304109,Mohsin Khan,MP Stoinis,8
1304109,PVD Chameera,MP Stoinis,0
1304109,Q de Kock,KL Rahul,7
1304109,R Ashwin,JDS Neesham,1
1304109,R Ashwin,TA Boult,9
1304109,R Parag,D Padikkal,5
1304109,R Parag,JDS Neesham,14
1304109,SV Samson,YBK Jaiswal,32
1304109,TA Boult,R Ashwin,17
1304109,YBK Jaiswal,D Padikkal,2
1304109,YBK Jaiswal,JC Buttler,9
1304109,YBK Jaiswal,SV Samson,30
1304110,AR Patel,Kuldeep Yadav,2
1304110,AR Patel,MR Marsh,13
1304110,AR Patel,SN Thakur,2
1304110,Arshdeep Singh,RD Chahar,2
1304110,DA Warner,SN Khan,0
1304110,Harpreet Brar,JM Sharma,1
1304110,JM Bairstow,S Dhawan,28
1304110,JM Sharma,Harpreet Brar,5
1304110,JM Sharma,LS Livingstone,5
1304110,JM Sharma,R Dhawan,11
1304110,JM Sharma,RD Chahar,23
1304110,K Rabada,RD Chahar,6
1304110,Kuldeep Yadav,AR Patel,2
1304110,LS Livingstone,JM Sharma,1
1304110,LS Livingstone,MA Agarwal,1
1304110,LS Livingstone,S Dhawan,1
1304110,Lalit Yadav,MR Marsh,24
1304110,MA Agarwal,LS Livingstone,0
1304110,MR Marsh,AR Patel,18
1304110,MR Marsh,Lalit Yadav,22
1304110,MR Marsh,R Powell,2
1304110,MR Marsh,RR Pant,2
1304110,MR Marsh,SN Khan,19
1304110,PBB Rajapaksa,S Dhawan,4
1304110,R Dhawan,JM Sharma,4
1304110,R Powell,MR Marsh,2
1304110,RD Chahar,Arshdeep Singh,8
1304110,RD Chahar,JM Sharma,17
1304110,RR Pant,MR Marsh,7
1304110,S Dhawan,JM Bairstow,9
1304110,S Dhawan,LS Livingstone,0
1304110,S Dhawan,PBB Rajapaksa,10
1304110,SN Khan,MR Marsh,32
1304110,SN Thakur,AR Patel,3
1304111,AK Markram,KS Williamson,0
1304111,AK Markram,RA Tripathi,2
1304111,Abhishek Sharma,PK Garg,9
1304111,DR Sams,Ishan Kishan,1
1304111,DR Sams,TH David,1
1304111,DR Sams,Tilak Varma,13
1304111,Ishan Kishan,DR Sams,5
1304111,Ishan Kishan,RG Sharma,38
1304111,JJ Bumrah,Ramandeep Singh,0
1304111,KS Williamson,AK Markram,1
1304111,KS Williamson,Washington Sundar,7
1304111,N Pooran,RA Tripathi,38
1304111,PK Garg,Abhishek Sharma,5
1304111,PK Garg,RA Tripathi,37
1304111,R Sanjay Yadav,Ramandeep Singh,0
1304111,RA Tripathi,AK Markram,0
1304111,RA Tripathi,N Pooran,37
1304111,RA Tripathi,PK Garg,39
1304111,RG Sharma,Ishan Kishan,48
1304111,Ramandeep Singh,JJ Bumrah,14
1304111,T Stubbs,TH David,2
1304111,TH David,DR Sams,2
1304111,TH David,Ramandeep Singh,29
1304111,TH David,T Stubbs,15
1304111,Tilak Varma,DR Sams,8
1304111,Washington Sundar,KS Williamson,9
1304112,A Tomar,N Rana,4
1304112,AD Russell,RK Singh,2
1304112,AD Russell,SW Billings,3
1304112,KL Rahul,Q de Kock,68
1304112,N Rana,A Tomar,5
1304112,N Rana,SS Iyer,37
1304112,Q de Kock,KL Rahul,140
1304112,RK Singh,AD Russell,6
1304112,RK Singh,SP Narine,34
1304112,SP Narine,RK Singh,21
1304112,SS Iyer,N Rana,17
1304112,SS Iyer,SW Billings,33
1304112,SW Billings,AD Russell,8
1304112,SW Billings,SS Iyer,28
1304112,UT Yadav,SP Narine,0
1304112,VR Iyer,A Tomar,0
1304113,DA Miller,HH Pandya,34
1304113,F du Plessis,V Kohli,44
1304113,GJ Maxwell,KD Karthik,21
1304113,GJ Maxwell,V Kohli,19
1304113,HH Pandya,DA Miller,26
1304113,HH Pandya,R Tewatia,6
1304113,HH Pandya,Rashid Khan,17
1304113,HH Pandya,WP Saha,13
1304113,KD Karthik,GJ Maxwell,2
1304113,MS Wade,WP Saha,16
1304113,R Tewatia,HH Pandya,2
1304113,Rashid Khan,HH Pandya,19
1304113,Shubman Gill,WP Saha,1
1304113,V Kohli,F du Plessis,65
1304113,V Kohli,GJ Maxwell,8
1304113,WP Saha,HH Pandya,10
1304113,WP Saha,MS Wade,1
1304113,WP Saha,Shubman Gill,20
1304114,AT Rayudu,MM Ali,3
1304114,D Padikkal,YBK Jaiswal,3
1304114,DP Conway,MM Ali,16
1304114,JC Buttler,YBK Jaiswal,2
1304114,MJ Santner,Simarjeet Singh,1
1304114,MM Ali,AT Rayudu,3
1304114,MM Ali,DP Conway,66
1304114,MM Ali,MJ Santner,0
1304114,MM Ali,MS Dhoni,22
1304114,MM Ali,N Jagadeesan,2
1304114,MS Dhoni,MM Ali,26
1304114,N Jagadeesan,MM Ali,1
1304114,R Ashwin,R Parag,25
1304114,R Ashwin,SO Hetmyer,2
1304114,R Ashwin,YBK Jaiswal,13
1304114,R Parag,R Ashwin,10
1304114,RD Gaikwad,DP Conway,2
1304114,SO Hetmyer,R Ashwin,6
1304114,SV Samson,YBK Jaiswal,15
1304114,Simarjeet Singh,MJ Santner,3
1304114,YBK Jaiswal,D Padikkal,6
1304114,YBK Jaiswal,JC Buttler,13
1304114,YBK Jaiswal,R Ashwin,14
1304114,YBK Jaiswal,SV Samson,26
1304115,AR Patel,Kuldeep Yadav,6
1304115,AR Patel,R Powell,10
1304115,AR Patel,SN Thakur,3
1304115,D Brevis,Ishan Kishan,25
1304115,D Brevis,Tilak Varma,12
1304115,DA Warner,PP Shaw,5
1304115,DR Sams,Ramandeep Singh,0
1304115,Ishan Kishan,D Brevis,26
1304115,Ishan Kishan,RG Sharma,22
1304115,Kuldeep Yadav,AR Patel,1
1304115,MR Marsh,PP Shaw,0
1304115,PP Shaw,DA Warner,15
1304115,PP Shaw,MR Marsh,1
1304115,PP Shaw,RR Pant,8
1304115,R Powell,AR Patel,8
1304115,R Powell,RR Pant,35
1304115,RG Sharma,Ishan Kishan,2
1304115,RR Pant,PP Shaw,1
1304115,RR Pant,R Powell,29
1304115,RR Pant,SN Khan,9
1304115,Ramandeep Singh,DR Sams,4
1304115,Ramandeep Singh,Tilak Varma,9
1304115,SN Khan,RR Pant,10
1304115,SN Thakur,AR Patel,4
1304115,TH David,Tilak Varma,34
1304115,Tilak Varma,D Brevis,6
1304115,Tilak Varma,Ramandeep Singh,1
1304115,Tilak Varma,TH David,14
1304116,AK Markram,Abhishek Sharma,8
1304116,AK Markram,N Pooran,5
1304116,AK Markram,Washington Sundar,8
1304116,Abhishek Sharma,AK Markram,7
1304116,Abhishek Sharma,PK Garg,10
1304116,Abhishek Sharma,RA Tripathi,26
1304116,B Kumar,R Shepherd,1
1304116,J Suchith,R Shepherd,0
1304116,JM Bairstow,S Dhawan,23
1304116,JM Sharma,LS Livingstone,19
1304116,LS Livingstone,JM Sharma,2
1304116,LS Livingstone,PN Mankad,22
1304116,LS Livingstone,S Dhawan,25
1304116,M Shahrukh Khan,S Dhawan,19
1304116,MA Agarwal,S Dhawan,1
1304116,N Pooran,AK Markram,5
1304116,PK Garg,Abhishek Sharma,4
1304116,PN Mankad,LS Livingstone,4
1304116,R Shepherd,B Kumar,0
1304116,R Shepherd,Washington Sundar,26
1304116,RA Tripathi,Abhishek Sharma,20
1304116,S Dhawan,JM Bairstow,5
1304116,S Dhawan,LS Livingstone,12
1304116,S Dhawan,M Shahrukh Khan,19
1304116,S Dhawan,MA Agarwal,3
1304116,Umran Malik,R Shepherd,0
1304116,Washington Sundar,AK Markram,1
1304116,Washington Sundar,R Shepherd,24
1312197,D Padikkal,JC Buttler,28
1312197,DA Miller,HH Pandya,68
1312197,HH Pandya,DA Miller,33
1312197,HH Pandya,MS Wade,7
1312197,JC Buttler,D Padikkal,7
1312197,JC Buttler,R Parag,19
1312197,JC Buttler,SO Hetmyer,40
1312197,JC Buttler,SV Samson,15
1312197,JC Buttler,YBK Jaiswal,8
1312197,MS Wade,HH Pandya,5
1312197,MS Wade,Shubman Gill,30
1312197,R Ashwin,R Parag,0
1312197,R Ashwin,TA Boult,2
1312197,R Parag,JC Buttler,4
1312197,SO Hetmyer,JC Buttler,4
1312197,SV Samson,JC Buttler,47
1312197,Shubman Gill,MS Wade,35
1312197,WP Saha,Shubman Gill,0
1312197,YBK Jaiswal,JC Buttler,3
1312198,DJ Hooda,KL Rahul,45
1312198,E Lewis,KL Rahul,1
1312198,E Lewis,PVD Chameera,1
1312198,F du Plessis,V Kohli,0
1312198,GJ Maxwell,RM Patidar,9
1312198,KD Karthik,RM Patidar,37
1312198,KH Pandya,E Lewis,0
1312198,KL Rahul,DJ Hooda,48
1312198,KL Rahul,E Lewis,2
1312198,KL Rahul,M Vohra,8
1312198,KL Rahul,MP Stoinis,20
1312198,KL Rahul,Q de Kock,1
1312198,M Vohra,KL Rahul,19
1312198,MK Lomror,RM Patidar,14
1312198,MP Stoinis,KL Rahul,9
1312198,PVD Chameera,E Lewis,11
1312198,Q de Kock,KL Rahul,6
1312198,RM Patidar,GJ Maxwell,7
1312198,RM Patidar,KD Karthik,49
1312198,RM Patidar,MK Lomror,13
1312198,RM Patidar,V Kohli,43
1312198,V Kohli,F du Plessis,3
1312198,V Kohli,RM Patidar,22
1312199,D Padikkal,JC Buttler,9
1312199,F du Plessis,RM Patidar,23
1312199,F du Plessis,V Kohli,2
1312199,GJ Maxwell,RM Patidar,24
1312199,HV Patel,Shahbaz Ahmed,1
1312199,JC Buttler,D Padikkal,26
1312199,JC Buttler,SO Hetmyer,11
1312199,JC Buttler,SV Samson,29
1312199,JC Buttler,YBK Jaiswal,40
1312199,JR Hazlewood,Shahbaz Ahmed,1
1312199,KD Karthik,MK Lomror,6
1312199,KD Karthik,Shahbaz Ahmed,0
1312199,MK Lomror,KD Karthik,5
1312199,MK Lomror,RM Patidar,3
1312199,PWH de Silva,Shahbaz Ahmed,0
1312199,RM Patidar,F du Plessis,37
1312199,RM Patidar,GJ Maxwell,7
1312199,RM Patidar,MK Lomror,14
1312199,SO Hetmyer,JC Buttler,2
1312199,SV Samson,JC Buttler,23
1312199,Shahbaz Ahmed,HV Patel,6
1312199,Shahbaz Ahmed,JR Hazlewood,2
1312199,Shahbaz Ahmed,KD Karthik,4
1312199,V Kohli,F du Plessis,7
1312199,YBK Jaiswal,JC Buttler,21
1312200,D Padikkal,JC Buttler,2
1312200,DA Miller,Shubman Gill,32
1312200,HH Pandya,Shubman Gill,34
1312200,JC Buttler,D Padikkal,16
1312200,JC Buttler,SO Hetmyer,0
1312200,JC Buttler,SV Samson,15
1312200,JC Buttler,YBK Jaiswal,8
1312200,MS Wade,Shubman Gill,8
1312200,OC McCoy,R Parag,8
1312200,R Ashwin,R Parag,2
1312200,R Ashwin,SO Hetmyer,4
1312200,R Parag,M Prasidh Krishna,0
1312200,R Parag,OC McCoy,10
1312200,R Parag,R Ashwin,2
1312200,R Parag,TA Boult,3
1312200,SO Hetmyer,JC Buttler,0
1312200,SO Hetmyer,R Ashwin,11
1312200,SV Samson,JC Buttler,14
1312200,Shubman Gill,DA Miller,14
1312200,Shubman Gill,HH Pandya,26
1312200,Shubman Gill,MS Wade,1
1312200,Shubman Gill,WP Saha,4
1312200,TA Boult,R Parag,11
1312200,WP Saha,Shubman Gill,5
1312200,YBK Jaiswal,JC Buttler,22
